timestamp,open,high,low,BTC/USDT,volume,open,high,low,ETH/USDT,volume,open,high,low,XRP/USDT,volume
2021-04-23,51690.95,52131.85,47500.0,51125.14,132230.780719,2397.94,2442.89,2107.0,2367.39,2532242.44185,1.15489,1.19724,0.88601,1.17073,2651341963.5
2021-04-24,51110.56,51166.22,48657.14,50047.84,55361.512573,2367.39,2368.74,2154.8,2213.35,997688.94623,1.17019,1.172,1.01753,1.04833,1120813592.2
2021-04-25,50047.84,50567.91,46930.0,49066.77,58255.645004,2214.08,2356.64,2168.0,2320.49,857517.38218,1.04971,1.156,0.9418,1.0351,1026066203.52
2021-04-26,49066.76,54356.62,48753.44,54001.39,86310.802124,2320.44,2542.8,2303.64,2532.6,1076469.01367,1.0353,1.375,1.0133,1.3629,1871916062.93
2021-04-27,54001.38,55460.0,53222.0,55011.97,54064.034675,2532.06,2680.0,2480.29,2666.13,771728.46451,1.3629,1.462,1.3284,1.4017,1510880106.82
2021-04-28,55011.97,56428.0,53813.16,54846.22,55130.459015,2666.13,2760.0,2559.44,2748.24,999383.1852,1.4017,1.4492,1.2814,1.3576,1092879174.17
2021-04-29,54846.23,55195.84,52330.94,53555.0,52486.019455,2748.23,2798.0,2668.0,2757.04,863890.01069,1.3576,1.42,1.3263,1.3978,824625421.08
2021-04-30,53555.0,57963.0,53013.01,57694.27,68578.910045,2757.04,2798.3,2723.09,2772.42,695339.20482,1.3978,1.6397,1.3745,1.5988,1429394131.02
2021-05-01,57697.25,58458.07,56956.14,57800.37,42600.351836,2772.42,2954.28,2743.41,2944.77,690260.07741,1.5989,1.6666,1.5226,1.651,701328204.71
2021-05-02,57797.35,57911.02,56035.25,56578.21,36812.878863,2944.83,2985.0,2852.26,2949.56,571982.5445,1.651,1.658,1.525,1.5605,602425194.39
2021-05-03,56578.21,58981.44,56435.0,57169.39,57649.931286,2949.33,3454.0,2949.32,3431.04,1329088.0628,1.5605,1.6216,1.47,1.5546,670988111.68
2021-05-04,57169.39,57200.0,53046.69,53200.01,85324.625903,3431.04,3527.0,3160.0,3239.01,1826039.38558,1.5546,1.558,1.32,1.3877,1375223308.72
2021-05-05,53205.05,58069.82,52900.0,57436.11,77263.923439,3239.01,3549.34,3200.23,3524.26,1174816.73588,1.3878,1.624,1.366,1.6133,1261641294.96
2021-05-06,57436.11,58360.0,55200.0,56393.68,70181.671908,3524.33,3605.4,3376.47,3489.73,920592.57706,1.6137,1.7658,1.521,1.6028,1507415092.61
2021-05-07,56393.68,58650.0,55241.63,57314.75,74542.747829,3489.74,3587.0,3353.23,3479.53,760544.64781,1.6028,1.695,1.505,1.5793,894697893.67
2021-05-08,57315.49,59500.0,56900.0,58862.05,69709.906028,3479.79,3958.33,3449.27,3910.26,1130467.54852,1.5795,1.6277,1.5404,1.5611,514586255.38
2021-05-09,58866.53,59300.0,56235.66,58240.84,69806.11991,3910.26,3983.65,3726.08,3923.95,1000401.0082,1.5611,1.5968,1.4249,1.5345,726954201.32
2021-05-10,58240.83,59500.0,53400.0,55816.14,89586.34925,3923.95,4208.0,3650.0,3945.88,1505897.92612,1.5343,1.627,1.214,1.3906,1154086820.05
2021-05-11,55816.14,56862.43,54370.0,56670.02,64329.54055,3946.63,4180.22,3771.64,4173.45,1095927.10403,1.391,1.4905,1.3555,1.4786,724101053.89
2021-05-12,56670.02,58000.01,48600.0,49631.32,99842.789836,4173.46,4372.72,3701.58,3823.21,1601842.74017,1.4788,1.547,1.235,1.2691,1028881609.0
2021-05-13,49537.15,51367.19,46000.0,49670.97,147332.002121,3810.15,4034.77,3500.0,3717.91,2068708.17427,1.269,1.389,1.2,1.364,1308704814.37
2021-05-14,49671.92,51483.0,48799.75,49841.45,80082.204306,3717.92,4173.28,3691.35,4075.01,1153390.42631,1.3644,1.4488,1.321,1.4,772801586.76
2021-05-15,49844.16,50700.0,46555.0,46762.99,89437.449359,4075.02,4134.05,3632.0,3646.68,1039174.88082,1.3998,1.5869,1.3211,1.4904,1495464769.52
2021-05-16,46762.99,49795.89,43825.39,46431.5,114269.812775,3646.24,3879.0,3343.06,3582.1,1324065.65875,1.4911,1.6131,1.3373,1.4496,1498147985.65
2021-05-17,46426.83,46686.0,42001.0,43538.04,166657.172736,3581.81,3587.06,3102.0,3282.51,1904012.43998,1.4496,1.565,1.3242,1.4946,1560737399.7
2021-05-18,43538.02,45799.29,42250.02,42849.78,116979.860784,3282.25,3565.71,3240.0,3375.07,1287110.84143,1.4952,1.705,1.4698,1.5889,1813933407.63
2021-05-19,42849.78,43584.9,30000.0,36690.09,354347.243161,3375.08,3441.73,1888.0,2438.92,4309836.31939,1.5893,1.6448,0.85,1.0568,3180237280.29
2021-05-20,36671.23,42451.67,34850.0,40526.64,203017.596923,2438.92,2990.05,2155.0,2768.62,2942777.9301,1.0565,1.2664,0.9,1.1795,1974341688.46
2021-05-21,40525.39,42200.0,33488.0,37252.01,202100.888258,2767.87,2938.54,2101.0,2430.98,2727031.93514,1.1802,1.2194,0.8641,1.0062,1813489499.17
2021-05-22,37263.35,38829.0,35200.62,37449.73,126542.243689,2430.98,2485.0,2145.0,2294.87,1684318.01157,1.0062,1.0162,0.816,0.9052,1478148766.91
2021-05-23,37458.51,38270.64,31111.01,34655.25,217136.046593,2295.45,2381.57,1728.74,2096.39,2914548.73125,0.9052,0.9679,0.65,0.7898,1976494217.2
2021-05-24,34681.44,39920.0,34031.0,38796.29,161630.893971,2096.63,2675.0,2079.94,2648.43,2186632.92245,0.7899,0.997,0.7537,0.993,1613054853.94
2021-05-25,38810.99,39791.77,36419.62,38324.72,111996.228404,2647.92,2750.0,2378.54,2705.11,2115349.50445,0.9934,1.07,0.8791,0.9746,1654728049.91
2021-05-26,38324.72,40841.0,37800.44,39241.91,104780.773396,2705.1,2910.0,2643.0,2884.94,1583799.59251,0.9747,1.0698,0.9461,1.0316,1160288119.63
2021-05-27,39241.92,40411.14,37134.27,38529.98,86547.158794,2884.82,2889.74,2633.68,2742.23,1099029.91206,1.0316,1.0423,0.9322,0.9747,997129594.42
2021-05-28,38529.99,38877.83,34684.0,35663.49,135377.62972,2742.23,2762.45,2327.38,2412.1,1554584.61362,0.9747,0.9847,0.8445,0.8985,1220369622.06
2021-05-29,35661.79,37338.58,33632.76,34605.15,112663.092689,2412.34,2574.27,2204.1,2278.74,1379427.18851,0.8985,0.9413,0.7911,0.8318,980984330.42
2021-05-30,34605.15,36488.0,33379.0,35641.27,73535.386967,2278.74,2476.42,2180.53,2385.98,1151113.19883,0.8319,0.9337,0.7974,0.9058,837581783.3
2021-05-31,35641.26,37499.0,34153.84,37253.81,94160.735289,2385.82,2720.0,2271.44,2706.15,1307958.04068,0.9058,1.0495,0.8789,1.0409,1221688769.45
2021-06-01,37253.82,37894.81,35666.0,36693.09,81234.66377,2706.15,2740.0,2523.74,2634.57,1179577.10806,1.0409,1.1,0.9742,1.0108,1130390772.85
2021-06-02,36694.85,38225.0,35920.0,37568.68,67587.372495,2634.31,2802.99,2550.0,2706.22,970070.53563,1.0108,1.0498,0.9793,1.0241,673790276.52
2021-06-03,37568.68,39476.0,37170.0,39246.79,75889.106011,2706.21,2891.95,2662.4,2857.25,1024290.89423,1.0241,1.0789,1.0069,1.045,701176435.11
2021-06-04,39246.78,39289.07,35555.15,36829.0,91317.799245,2857.25,2860.0,2552.0,2689.51,1188314.11191,1.0453,1.0466,0.9156,0.9683,814525376.26
2021-06-05,36829.15,37925.0,34800.0,35513.2,70459.62149,2689.54,2816.87,2552.23,2627.73,961824.12413,0.9683,0.9973,0.8921,0.923,621966894.8
2021-06-06,35516.07,36480.0,35222.0,35796.31,47650.206637,2627.63,2745.0,2614.0,2711.92,673792.69369,0.923,0.9493,0.917,0.947,395443235.74
2021-06-07,35796.31,36900.0,33300.0,33552.79,77574.952573,2711.92,2847.55,2570.0,2592.05,1152128.07856,0.9469,0.976,0.838,0.8618,673906993.46
2021-06-08,33556.96,34068.01,31000.0,33380.81,123251.189037,2592.05,2620.99,2304.91,2507.23,1693747.42759,0.8619,0.8861,0.7838,0.8731,989287175.65
2021-06-09,33380.8,37534.79,32396.82,37388.05,136607.597517,2507.43,2626.63,2405.28,2610.18,1276718.24011,0.873,0.9218,0.83,0.9218,798994471.7
2021-06-10,37388.05,38491.0,35782.0,36675.72,109527.284943,2610.2,2624.46,2425.11,2471.09,741237.49926,0.9218,0.9298,0.8522,0.8686,592646634.43
2021-06-11,36677.83,37680.4,35936.77,37331.98,78466.0053,2471.01,2497.99,2321.37,2354.01,587364.27358,0.8686,0.88,0.8335,0.8471,384826199.07
2021-06-12,37331.98,37463.63,34600.36,35546.11,87717.54999,2354.09,2454.53,2256.22,2370.74,767439.4984,0.8469,0.8479,0.8054,0.8326,375425465.13
2021-06-13,35546.12,39380.0,34757.0,39020.57,86921.025555,2370.64,2548.41,2308.41,2509.33,715948.75986,0.8325,0.8883,0.817,0.8832,344882480.06
2021-06-14,39020.56,41064.05,38730.0,40516.29,108522.391949,2509.33,2609.17,2461.0,2580.77,684183.55622,0.8833,0.93,0.8628,0.8906,441724628.58
2021-06-15,40516.28,41330.0,39506.4,40144.04,80679.622838,2580.58,2640.0,2507.7,2543.54,599826.64933,0.8905,0.9017,0.8551,0.8663,367733719.97
2021-06-16,40143.8,40527.14,38116.01,38349.01,87771.976937,2543.55,2556.19,2351.18,2367.89,624741.78358,0.8663,0.8733,0.8259,0.832,380134518.73
2021-06-17,38349.0,39559.88,37365.0,38092.97,79541.307119,2368.02,2460.5,2306.0,2373.28,560667.58566,0.8319,0.8612,0.8234,0.8419,315642616.21
2021-06-18,38092.97,38202.84,35129.29,35819.84,95228.042935,2373.28,2378.0,2139.0,2234.09,778905.20197,0.8419,0.845,0.7687,0.7972,389494745.89
2021-06-19,35820.48,36457.0,34803.52,35483.72,68712.449461,2234.09,2278.82,2161.67,2164.67,496872.24997,0.7971,0.8055,0.7557,0.7582,317290687.13
2021-06-20,35483.72,36137.72,33336.0,35600.16,89878.17085,2165.34,2280.01,2040.68,2243.47,743883.64741,0.7583,0.785,0.6968,0.7741,589364804.52
2021-06-21,35600.17,35750.0,31251.23,31608.93,168778.873159,2243.49,2260.16,1865.54,1885.49,1629819.66576,0.7741,0.7803,0.6037,0.6067,1073284195.87
2021-06-22,31614.12,33298.78,28805.0,32509.56,204208.179762,1885.27,1998.0,1700.48,1879.28,1695338.08052,0.6068,0.65,0.509,0.5468,1611548012.73
2021-06-23,32509.56,34881.0,31683.0,33678.07,126966.100563,1879.29,2045.0,1821.95,1968.14,918612.30494,0.5468,0.6655,0.5203,0.6383,1167774271.66
2021-06-24,33675.07,35298.0,32286.57,34663.09,86625.80426,1967.95,2036.61,1884.79,1989.52,701231.67478,0.6383,0.6928,0.6163,0.6731,633338243.16
2021-06-25,34663.08,35500.0,31275.0,31584.45,116061.130356,1989.53,2019.99,1791.22,1808.82,858808.54767,0.6731,0.6889,0.6019,0.6111,795450033.45
2021-06-26,31576.09,32730.0,30151.0,32283.65,107820.375287,1808.97,1852.8,1717.32,1829.64,832315.14904,0.611,0.6329,0.5814,0.6162,548990505.59
2021-06-27,32283.65,34749.0,31973.45,34700.34,96613.244211,1829.84,1984.5,1804.26,1982.28,696055.79307,0.6163,0.6523,0.5963,0.6484,472483880.77
2021-06-28,34702.49,35297.71,33862.72,34494.89,82222.267819,1982.27,2145.0,1960.52,2084.41,1044244.68308,0.6483,0.6583,0.6238,0.6444,460033268.3
2021-06-29,34494.89,36600.0,34225.43,35911.73,90788.79622,2084.42,2245.0,2073.57,2165.33,831257.23277,0.6444,0.734,0.6417,0.7063,718445315.27
2021-06-30,35911.72,36100.0,34017.55,35045.0,77152.197634,2165.46,2287.78,2087.99,2275.68,910583.6032,0.7062,0.7145,0.6477,0.7063,634287485.15
2021-07-01,35045.0,35057.57,32711.0,33504.69,71708.266112,2275.68,2275.93,2073.12,2106.41,787865.25137,0.7062,0.7064,0.644,0.6591,463328799.28
2021-07-02,33502.33,33977.04,32699.0,33786.55,56172.181378,2106.41,2160.0,2018.5,2154.13,672282.37476,0.6592,0.6676,0.6329,0.6556,387562387.59
2021-07-03,33786.54,34945.61,33316.73,34669.13,43044.578641,2153.95,2240.0,2112.01,2226.99,569264.801,0.6557,0.6849,0.6433,0.6732,329367273.74
2021-07-04,34669.12,35967.85,34357.15,35286.51,43703.475789,2226.99,2389.93,2189.58,2322.69,590656.25069,0.6733,0.7091,0.6655,0.696,334071078.78
2021-07-05,35288.13,35293.78,33125.55,33690.14,64123.874245,2322.69,2324.64,2157.32,2196.53,781806.31605,0.696,0.697,0.6444,0.6526,407839477.88
2021-07-06,33690.15,35118.88,33532.0,34220.01,58210.596349,2196.85,2350.0,2193.0,2322.5,785330.17152,0.6526,0.68,0.6511,0.6648,356111895.89
2021-07-07,34220.02,35059.09,33777.77,33862.12,53807.521675,2322.51,2409.0,2291.9,2316.57,666501.35572,0.6648,0.674,0.65,0.6522,284356433.42
2021-07-08,33862.11,33929.64,32077.0,32875.71,70136.48032,2316.25,2325.6,2084.79,2116.33,880265.04124,0.6521,0.6545,0.6108,0.6215,430925669.18
2021-07-09,32875.71,34100.0,32261.07,33815.81,47153.939899,2116.32,2189.4,2046.51,2146.99,738611.36304,0.6214,0.6457,0.5917,0.6369,358836803.69
2021-07-10,33815.81,34262.0,33004.78,33502.87,34761.175468,2146.99,2194.82,2074.16,2110.69,499071.85904,0.6369,0.6489,0.612,0.6246,279711260.06
2021-07-11,33502.87,34666.0,33306.47,34258.99,31572.647448,2110.68,2174.0,2081.02,2140.45,342294.40302,0.6246,0.6449,0.6169,0.6364,201320995.42
2021-07-12,34259.0,34678.43,32658.34,33086.63,48181.403762,2140.54,2167.83,2006.68,2031.58,540630.10742,0.6363,0.6575,0.6172,0.6288,356848391.96
2021-07-13,33086.94,33340.0,32202.25,32729.77,41126.361008,2031.57,2047.35,1918.0,1940.15,647388.24969,0.6288,0.6426,0.6086,0.6192,315648113.8
2021-07-14,32729.12,33114.03,31550.0,32820.02,46777.823484,1940.44,2019.18,1865.0,1994.58,690505.60937,0.6193,0.625,0.5851,0.6197,352306488.76
2021-07-15,32820.03,33185.25,31133.0,31880.0,51639.576353,1994.41,2042.88,1881.0,1919.51,645271.32563,0.6196,0.6269,0.5874,0.5979,339655984.05
2021-07-16,31874.49,32249.18,31020.0,31383.87,48499.864154,1919.54,1965.0,1850.0,1876.26,577068.89724,0.5979,0.6211,0.5874,0.5893,282511701.89
2021-07-17,31383.86,31955.92,31164.31,31520.07,34012.242132,1876.47,1919.19,1844.45,1899.59,430300.51578,0.5893,0.5977,0.56,0.5821,263418042.14
2021-07-18,31520.07,32435.0,31108.97,31778.56,35923.716186,1899.5,1993.79,1877.1,1891.64,534837.63654,0.5822,0.6016,0.571,0.5866,241849135.65
2021-07-19,31778.57,31899.0,30407.44,30839.65,47340.468499,1891.65,1919.0,1805.0,1818.73,547419.93771,0.5867,0.5889,0.5533,0.557,294780945.07
2021-07-20,30839.65,31063.07,29278.0,29790.35,61034.049017,1818.73,1841.34,1706.0,1786.03,786257.272,0.557,0.5699,0.5157,0.5284,393704657.61
2021-07-21,29790.34,32858.0,29482.61,32144.51,82796.265128,1786.03,2035.23,1747.55,1995.5,1115949.82033,0.5284,0.584,0.5193,0.5719,493423679.61
2021-07-22,32144.51,32591.35,31708.0,32287.83,46148.092433,1995.5,2046.0,1947.62,2024.56,768854.3659,0.5718,0.6033,0.5609,0.592,409238764.36
2021-07-23,32287.58,33650.0,31924.32,33634.09,50112.863626,2024.27,2130.9,1993.22,2124.25,708160.91322,0.592,0.6101,0.5753,0.6091,359561806.43
2021-07-24,33634.1,34500.0,33401.14,34258.14,47977.550138,2124.26,2199.5,2105.58,2184.75,633075.18592,0.6092,0.6205,0.5996,0.6085,319684922.3
2021-07-25,34261.51,35398.0,33851.12,35381.02,47852.928313,2184.9,2197.41,2105.93,2189.79,535630.27,0.6085,0.6118,0.5906,0.6069,259034501.15
2021-07-26,35381.02,40550.0,35205.78,37237.6,152452.512724,2189.82,2433.65,2171.57,2228.08,1393738.163,0.6069,0.6793,0.6048,0.6234,803413949.18
2021-07-27,37241.33,39542.61,36383.0,39457.87,88397.267015,2227.81,2319.26,2150.5,2299.49,906359.23478,0.6234,0.6528,0.6121,0.6451,427078091.95
2021-07-28,39456.61,40900.0,38772.0,40019.56,101344.528441,2299.47,2345.0,2243.15,2300.9,718202.57727,0.645,0.7549,0.6308,0.7327,1172622702.04
2021-07-29,40019.57,40640.0,39200.0,40016.48,53998.439283,2300.9,2400.0,2266.12,2382.92,499364.83496,0.7327,0.7665,0.697,0.7488,513356476.87
2021-07-30,40018.49,42316.71,38313.23,42206.37,73602.784805,2382.93,2471.7,2315.92,2461.81,762577.28797,0.7488,0.7697,0.7115,0.7521,604445794.9
2021-07-31,42206.36,42448.0,41000.15,41461.83,44849.791012,2461.77,2553.86,2420.68,2531.05,507601.05026,0.7522,0.7591,0.7367,0.746,377281828.25
2021-08-01,41461.84,42599.0,39422.01,39845.44,53953.186326,2531.1,2697.61,2511.24,2555.69,853495.94078,0.7461,0.7778,0.7042,0.7242,469477766.36
2021-08-02,39850.27,40480.01,38690.0,39147.82,50837.351954,2555.5,2666.0,2507.0,2606.93,726701.84952,0.7242,0.774,0.715,0.738,410656081.94
2021-08-03,39146.86,39780.0,37642.03,38207.05,57117.435853,2606.92,2632.44,2442.32,2509.04,792960.84375,0.738,0.745,0.7008,0.7136,398158150.61
2021-08-04,38207.04,39969.66,37508.56,39723.18,52329.35243,2508.51,2772.71,2457.68,2724.78,954590.7536,0.7136,0.7398,0.6952,0.731,330543019.03
2021-08-05,39723.17,41350.0,37332.7,40862.46,84343.755621,2724.55,2843.98,2529.91,2826.99,1307720.20654,0.731,0.7389,0.701,0.7327,331894003.59
2021-08-06,40862.46,43392.43,39853.86,42836.87,75753.941347,2827.01,2946.75,2720.06,2891.58,825399.48637,0.7327,0.753,0.7219,0.7474,304988991.92
2021-08-07,42836.87,44700.0,42446.41,44572.54,73396.740808,2891.54,3171.0,2865.5,3160.31,1205277.10095,0.7474,0.8189,0.7411,0.8162,589624594.72
2021-08-08,44572.54,45310.0,43261.0,43794.37,69329.092698,3160.48,3189.99,2949.03,3011.85,966349.70579,0.8163,0.8413,0.7717,0.7788,556138875.77
2021-08-09,43794.36,46454.15,42779.0,46253.4,74587.884845,3011.84,3186.0,2893.23,3160.52,1129584.61614,0.7788,0.8279,0.7596,0.817,474908832.08
2021-08-10,46248.87,46700.0,44589.46,45584.99,53814.643421,3160.51,3233.0,3051.22,3141.66,880675.74443,0.8169,0.8622,0.8,0.8511,503252613.21
2021-08-11,45585.0,46743.47,45341.14,45511.0,52734.901977,3141.14,3274.0,3120.27,3160.5,732546.60433,0.8511,1.0906,0.848,1.0105,1131344973.99
2021-08-12,45510.67,46218.12,43770.0,44399.0,55266.108781,3160.4,3239.0,2979.29,3045.96,737628.45808,1.0106,1.045,0.9222,0.966,990869466.08
2021-08-13,44400.06,47886.0,44217.39,47800.0,48239.370431,3046.11,3327.83,3033.8,3322.32,579333.40323,0.9661,1.0968,0.9501,1.0901,674407528.31
2021-08-14,47799.99,48144.0,45971.03,47068.51,46114.359022,3322.33,3330.98,3200.0,3263.16,486102.53787,1.0901,1.31,1.0691,1.2791,1408060485.32
2021-08-15,47068.5,47372.27,45500.0,46973.82,42110.711334,3263.16,3320.0,3111.13,3307.09,565579.67765,1.2788,1.35,1.2252,1.2839,1155282513.71
2021-08-16,46973.82,48053.83,45660.0,45901.29,52480.574014,3307.35,3335.0,3135.22,3146.53,635667.05422,1.2838,1.3288,1.1432,1.1855,912003805.45
2021-08-17,45901.3,47160.0,44376.0,44695.95,57039.341629,3147.18,3290.0,2991.89,3011.72,804996.06971,1.1855,1.2479,1.085,1.0978,893360572.36
2021-08-18,44695.95,46000.0,44203.28,44705.29,54099.415985,3011.73,3125.81,2950.0,3014.55,625103.25568,1.098,1.1963,1.0501,1.1431,870414538.26
2021-08-19,44699.37,47033.0,43927.7,46760.62,53411.75392,3014.18,3188.0,2958.33,3184.12,634769.92174,1.143,1.2355,1.0895,1.2347,723276976.29
2021-08-20,46760.62,49382.99,46622.99,49322.47,56850.352228,3184.11,3300.0,3177.16,3284.82,558127.4554,1.2347,1.2897,1.1992,1.2629,594584554.01
2021-08-21,49322.47,49757.04,48222.0,48821.87,46745.136584,3284.81,3309.16,3207.0,3223.43,421156.09084,1.2629,1.2835,1.2,1.2158,394160040.58
2021-08-22,48821.88,49500.0,48050.0,49239.22,37007.887795,3223.36,3272.0,3126.42,3238.0,406479.07654,1.2158,1.2557,1.1776,1.226,360176161.72
2021-08-23,49239.22,50500.0,49029.0,49488.85,52462.541954,3238.0,3377.89,3230.02,3321.28,602103.44614,1.2258,1.3046,1.2024,1.2457,661403795.74
2021-08-24,49488.85,49860.0,47600.0,47674.01,51014.594748,3321.28,3357.85,3147.31,3170.62,540480.07853,1.2456,1.2658,1.1212,1.1353,637760055.93
2021-08-25,47674.01,49264.3,47126.28,48973.32,44655.830342,3170.63,3248.0,3080.0,3226.87,483697.69444,1.1353,1.1779,1.1073,1.1735,530858362.99
2021-08-26,48973.32,49352.84,46250.0,46843.87,49371.277774,3226.88,3250.0,3053.3,3093.2,442298.47372,1.1735,1.1866,1.0636,1.0712,569965192.92
2021-08-27,46843.86,49149.93,46348.0,49069.9,42068.104965,3093.06,3280.0,3060.18,3273.45,451027.80711,1.0713,1.1926,1.0501,1.1918,565739468.35
2021-08-28,49069.9,49299.0,48346.88,48895.35,26681.063786,3273.89,3287.0,3210.31,3244.48,262360.34921,1.1918,1.198,1.1329,1.1459,314618250.83
2021-08-29,48895.35,49632.27,47762.54,48767.83,32652.283473,3244.75,3285.0,3152.34,3223.47,335806.7827,1.1458,1.1683,1.112,1.1408,313294895.0
2021-08-30,48767.84,48888.61,46853.0,46982.91,40288.35083,3223.47,3347.95,3143.0,3229.64,625347.27541,1.1408,1.1488,1.0946,1.1002,364996870.0
2021-08-31,46982.91,48246.11,46700.0,47100.89,48645.52737,3229.14,3476.0,3188.77,3429.2,863071.13092,1.1005,1.2441,1.0907,1.1856,709823003.3
2021-09-01,47100.89,49156.0,46512.0,48810.52,49904.65528,3429.19,3842.0,3382.22,3826.82,845759.95868,1.1856,1.2384,1.158,1.2362,469917987.0
2021-09-02,48810.51,50450.13,48584.06,49246.64,54410.770538,3826.82,3836.8,3717.04,3785.82,525165.7996,1.2362,1.295,1.2216,1.2533,501596506.82
2021-09-03,49246.63,51000.0,48316.84,49999.14,59025.644157,3785.82,4027.88,3705.05,3938.11,655903.75739,1.2533,1.3235,1.2189,1.2907,526413570.07
